time,longitude,latitude,accuracy,height,azimuth,rscp,ecio,car_speed,engine_rpm,accel_pos,engine_cool_temp,brake_sw,accum_dist,accum_fuel,battery_voltage,fuel_cost,idle_sw,ac,light_sw,steering_torque,shift_pos,shift_mode,blinker,wiper,fuel_injection,odometer,soc,air_temp_setting1,air_temp_setting2,air_temp_setting3,air_fan1,air_fan2,air_fan3,ext_int_air,door_lock,door_open,seatbelt,abs,temperature,motor_temperature,electric_mileage,a_000_x,a_000_y,a_000_z,a_200_x,a_200_y,a_200_z,a_400_x,a_400_y,a_400_z,a_600_x,a_600_y,a_600_z,a_800_x,a_800_y,a_800_z
1560597772,135.559741,34.738447,0.9,11.8,278.3,61,3,4.00,665,10.0,85,1,3824870,565193.09,13.27,2.20,,,,,,,,,29,,,,,,,,,,,,,,,,,-113,-12,1022,-107,-11,1014,-97,-8,1016,-96,-14,1020,-113,-5,1024
1560597773,135.559732,34.738457,1.1,11.0,293.8,61,3,4.00,656,10.0,85,1,3824871,565193.59,13.24,1.60,,,,,,,,,29,,,,,,,,,,,,,,,,,-113,-5,1024,-120,-8,1017,-92,-13,1022,-86,-10,1021,-50,-11,1027
1560597774,135.559717,34.738460,1.1,11.9,285.8,61,3,3.00,692,10.0,85,1,3824872,565194.08,13.26,1.60,,,,,,,,,29,,,,,,,,,,,,,,,,,-89,-12,1026,-85,-11,1023,-82,-12,1024,-41,-12,1030,-55,-12,1028
1560597775,135.559725,34.738463,1.1,10.0,285.8,61,3,3.00,695,10.0,85,1,3824873,565194.58,13.28,1.60,,,,,,,,,29,,,,,,,,,,,,,,,,,-55,-12,1028,-49,-12,1024,-52,-12,1030,-50,-12,1028,-51,-12,1027
1560597776,135.559731,34.738450,1.1,10.4,285.8,61,3,3.00,696,10.0,85,1,3824873,565195.09,13.25,1.60,,,,,,,,,30,,,,,,,,,,,,,,,,,-51,-12,1027,-51,-12,1028,-50,-11,1029,-51,-12,1029,-51,-11,1028
1560597777,135.559739,34.738436,1.1,11.3,285.8,61,3,0.00,699,10.0,85,1,3824873,565195.59,13.13,0.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-51,-11,1028,-49,-13,1027,-40,-10,1030,-29,-11,1031,-33,-11,1030
1560597778,135.559740,34.738436,1.1,11.3,285.8,61,3,0.00,671,10.0,85,0,3824873,565196.08,13.18,0.00,,,,,,,,,28,,,,,,,,,,,,,,,,,-10,-8,1033,-16,-5,1033,-8,-2,1026,41,1,1028,97,-2,1030
1560597779,135.559743,34.738434,1.1,11.3,285.8,61,3,0.00,712,14.0,85,0,3824873,565196.68,13.33,0.00,,,,,,,,,36,,,,,,,,,,,,,,,,,97,-2,1030,82,22,1035,42,-5,1025,1,4,1053,-3,15,1028
1560597780,135.559738,34.738434,1.1,10.7,285.8,61,3,0.00,924,10.0,85,0,3824873,565197.26,13.23,0.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-3,15,1028,-16,14,1019,-49,1,1029,-61,10,1020,-98,67,1066
1560597781,135.559735,34.738437,0.9,13.9,285.8,61,3,4.00,715,10.0,85,1,3824875,565197.82,13.36,2.60,,,,,,,,,38,,,,,,,,,,,,,,,,,-98,67,1066,-48,-3,978,-138,62,1086,-94,19,1012,-90,23,1001
1560597782,135.559733,34.738440,0.9,14.0,285.8,61,3,6.00,762,10.0,85,1,3824876,565198.64,13.28,2.00,,,,,,,,,48,,,,,,,,,,,,,,,,,-94,27,1022,-113,56,1009,-64,38,997,-116,105,1064,-132,117,1060
1560597783,135.559732,34.738439,0.9,15.2,285.8,61,3,6.00,772,10.0,85,1,3824878,565199.50,13.35,1.90,,,,,,,,,51,,,,,,,,,,,,,,,,,-132,117,1060,-107,114,1056,-163,129,1117,-71,20,965,-113,42,1028
1560597784,135.559723,34.738447,0.9,14.2,285.8,61,3,5.00,795,10.0,85,0,3824879,565200.50,13.46,1.20,,,,,,,,,68,,,,,,,,,,,,,,,,,-113,42,1028,-113,6,1076,-62,66,981,-58,84,1055,-53,96,1075
1560597785,135.559715,34.738449,0.8,13.6,285.8,61,3,7.00,938,12.0,85,0,3824881,565201.72,13.44,1.50,,,,,,,,,77,,,,,,,,,,,,,,,,,-47,93,1063,-71,120,1082,-49,155,1071,10,60,1044,32,46,1030
1560597786,135.559706,34.738451,0.8,13.0,285.8,61,3,9.00,1243,16.0,85,0,3824884,565203.15,13.43,1.50,,,,,,,,,93,,,,,,,,,,,,,,,,,-7,62,1050,9,54,1049,28,45,1040,44,23,1041,58,9,1031
1560597787,135.559694,34.738449,1.0,13.3,285.8,61,3,11.00,1415,18.0,85,0,3824886,565205.15,13.36,1.50,,,,,,,,,120,,,,,,,,,,,,,,,,,59,7,1027,63,9,1031,65,13,1036,67,-1,1031,62,2,1033
1560597788,135.559677,34.738441,1.0,13.1,238.4,61,3,13.00,1631,18.0,85,0,3824890,565207.36,13.38,1.70,,,,,,,,,126,,,,,,,,,,,,,,,,,62,2,1033,59,3,1029,51,7,1034,46,-22,1037,58,-34,1026
1560597789,135.559658,34.738426,0.9,12.0,228.3,61,3,14.00,1857,18.0,85,0,3824894,565209.68,13.29,2.10,,,,,,,,,132,,,,,,,,,,,,,,,,,58,-34,1026,48,-25,1048,41,-38,1033,50,-33,1026,41,-41,1045
1560597790,135.559639,34.738403,0.9,11.8,218.6,61,2,20.00,1507,18.0,85,0,3824899,565211.93,13.37,2.40,,,,,,,,,137,,,,,,,,,,,,,,,,,63,-31,1019,53,-37,1041,37,-72,1049,44,-65,1029,39,-55,1044
1560597791,135.559617,34.738372,0.9,11.4,211.5,61,2,22.00,1628,15.0,85,0,3824905,565214.09,13.42,2.80,,,,,,,,,129,,,,,,,,,,,,,,,,,39,-55,1044,-6,-63,1041,-12,-53,1028,-23,-55,1048,12,-49,1006
1560597792,135.559598,34.738336,0.9,11.6,206.6,61,2,24.00,1544,14.0,86,0,3824912,565215.47,13.37,4.50,,,,,,,,,88,,,,,,,,,,,,,,,,,12,-49,1006,-22,-43,1052,-21,-39,1033,-5,-28,1012,-15,-39,1035
1560597793,135.559578,34.738289,0.9,11.8,203.2,61,3,26.00,1163,14.0,86,0,3824919,565216.59,13.41,6.60,,,,,,,,,67,,,,,,,,,,,,,,,,,-15,-39,1035,-25,-33,1041,-20,-39,1035,-39,-38,1075,-9,-26,960
1560597794,135.559550,34.738161,0.9,10.9,197.1,61,3,27.00,1000,10.0,86,0,3824927,565216.85,13.38,14.00,,,,,,,,,32,,,,,,,,,,,,,,,,,-45,-52,1021,-45,-67,982,-71,-38,1011,-82,-10,1080,-65,-28,1014
1560597795,135.559544,34.738104,0.9,11.2,200.3,61,3,27.00,936,10.0,86,1,3824934,565217.36,13.28,14.70,,,,,,,,,30,,,,,,,,,,,,,,,,,-65,-28,1014,-78,-40,1072,-48,-11,958,-88,-28,1050,-104,-37,1030
1560597796,135.559526,34.738026,0.9,10.3,196.9,61,3,27.00,944,10.0,86,1,3824942,565217.89,13.29,13.90,,,,,,,,,32,,,,,,,,,,,,,,,,,-104,-37,1030,-93,-43,998,-103,-24,1028,-133,-53,1053,-95,-18,970
