time,longitude,latitude,accuracy,height,azimuth,rscp,ecio,car_speed,engine_rpm,accel_pos,engine_cool_temp,brake_sw,accum_dist,accum_fuel,battery_voltage,fuel_cost,idle_sw,ac,light_sw,steering_torque,shift_pos,shift_mode,blinker,wiper,fuel_injection,odometer,soc,air_temp_setting1,air_temp_setting2,air_temp_setting3,air_fan1,air_fan2,air_fan3,ext_int_air,door_lock,door_open,seatbelt,abs,temperature,motor_temperature,electric_mileage,a_000_x,a_000_y,a_000_z,a_200_x,a_200_y,a_200_z,a_400_x,a_400_y,a_400_z,a_600_x,a_600_y,a_600_z,a_800_x,a_800_y,a_800_z
1559472238,,,,,,,,0.00,1197,10.0,69,0,3764465,555641.76,13.85,0.00,,,,,,,,,46,,,,,,,,,,,,,,,,,-46,-1,1031,-47,0,1033,-45,0,1034,-45,0,1033,-45,-1,1031
1559472239,,,,,,,,0.00,1013,10.0,69,0,3764465,555642.52,13.85,0.00,,,,,,,,,44,,,,,,,,,,,,,,,,,-45,-1,1031,-44,-2,1031,-46,-2,1032,-45,-1,1032,-44,-1,1032
1559472240,,,,,,,,0.00,950,10.0,69,0,3764465,555643.21,13.90,0.00,,,,,,,,,41,,,,,,,,,,,,,,,,,-46,-3,1030,-45,-3,1029,-47,0,1032,-45,-1,1033,-44,-2,1032
1559472241,,,,,,,,0.00,917,10.0,69,0,3764465,555643.89,13.84,0.00,,,,,,,,,40,,,,,,,,,,,,,,,,,-44,-2,1032,-45,-1,1030,-45,-1,1031,-45,-3,1030,-46,0,1032
1559472242,,,,,,,,0.00,901,10.0,69,0,3764465,555644.53,13.80,0.00,,,,,,,,,38,,,,,,,,,,,,,,,,,-46,0,1032,-47,-2,1033,-43,0,1031,-46,-2,1032,-45,0,1031
1559472243,,,,,,,,0.00,876,10.0,69,0,3764465,555645.16,13.73,0.00,,,,,,,,,37,,,,,,,,,,,,,,,,,-45,0,1031,-46,-2,1032,-45,0,1032,-45,-3,1030,-48,0,1029
1559472244,,,,,,,,0.00,805,10.0,69,1,3764465,555645.81,13.72,0.00,,,,,,,,,38,,,,,,,,,,,,,,,,,-45,-2,1033,-31,0,1034,-18,-1,1033,-12,-2,1029,-24,-3,1036
1559472245,,,,,,,,0.00,810,10.0,69,0,3764465,555646.57,13.71,0.00,,,,,,,,,45,,,,,,,,,,,,,,,,,-24,-3,1036,30,-5,1036,28,-10,1033,11,-22,1032,-72,-21,1028
1559472246,,,,,,,,0.00,861,10.0,69,1,3764465,555647.61,13.73,0.00,,,,,,,,,61,,,,,,,,,,,,,,,,,-72,-21,1028,-115,-10,1035,-101,-1,1020,-85,9,1030,-13,-17,1039
1559472247,,,,,,,,0.00,846,10.0,69,1,3764465,555648.61,13.71,0.00,,,,,,,,,59,,,,,,,,,,,,,,,,,-13,-17,1039,-15,-28,1025,-66,-9,1036,-94,28,1026,-96,26,1021
1559472248,,,,,,,,0.00,887,10.0,68,1,3764465,555649.57,13.66,0.00,,,,,,,,,58,,,,,,,,,,,,,,,,,-54,-4,1028,-47,4,1033,-47,-1,1032,-51,-1,1029,-47,-2,1031
1559472249,,,,,,,,0.00,866,10.0,68,1,3764465,555650.53,13.68,0.00,,,,,,,,,58,,,,,,,,,,,,,,,,,-47,-2,1031,-47,-1,1033,-41,-2,1032,-49,0,1035,-44,-1,1034
1559472250,,,,,,,,0.00,824,10.0,68,1,3764465,555651.50,13.57,0.00,,,,,,,,,57,,,,,,,,,,,,,,,,,-44,-1,1034,-36,-6,1034,-35,-6,1033,-36,-6,1036,-37,-8,1036
1559472251,,,,,,,,0.00,832,10.0,68,1,3764465,555652.48,13.67,0.00,,,,,,,,,59,,,,,,,,,,,,,,,,,-37,-8,1036,-43,-7,1032,-64,4,1027,-62,2,1032,-47,0,1029
1559472252,,,,,,,,0.00,859,10.0,68,0,3764465,555653.48,13.78,0.00,,,,,,,,,59,,,,,,,,,,,,,,,,,-61,-2,1029,-52,-6,1034,-26,-16,1037,-3,-25,1044,7,-38,1046
1559472253,,,,,,,,0.00,1037,13.0,68,0,3764465,555655.03,13.74,0.00,,,,,,,,,93,,,,,,,,,,,,,,,,,7,-41,1045,7,-67,1039,-19,-72,1039,-30,-86,1041,-43,-109,1031
1559472254,,,,,,,,0.00,993,10.0,68,0,3764465,555656.11,13.37,0.00,,,,,,,,,69,,,,,,,,,,,,,,,,,-43,-109,1031,-45,-97,1050,-13,4,1055,-49,-40,1037,-82,-102,1021
1559472255,,,,,,,,0.00,859,10.0,68,1,3764466,555657.12,13.68,1.00,,,,,,,,,61,,,,,,,,,,,,,,,,,-82,-102,1021,-82,-74,1047,-67,-49,1041,-106,-79,1042,-104,-64,1037
1559472256,,,,,,,,5.00,852,10.0,68,1,3764467,555658.12,13.65,1.30,,,,,,,,,59,,,,,,,,,,,,,,,,,-102,-54,1044,-82,-49,1036,-71,-60,1045,-50,-42,1036,-49,-31,1025
1559472257,,,,,,,,6.00,907,10.0,68,1,3764468,555659.17,13.64,1.50,,,,,,,,,63,,,,,,,,,,,,,,,,,-49,-31,1025,-52,-3,1035,-53,2,1040,-61,-7,1032,-68,0,1031
1559472258,,,,,,,,5.00,891,10.0,68,1,3764470,555660.13,13.61,1.40,,,,,,,,,56,,,,,,,,,,,,,,,,,-68,0,1031,-85,-12,1027,-86,-7,1028,-99,-10,1025,-107,-6,1032
1559472259,,,,,,,,5.00,894,10.0,68,1,3764471,555660.98,13.68,1.80,,,,,,,,,45,,,,,,,,,,,,,,,,,-107,-6,1032,-42,-2,1034,0,-6,1029,-1,-15,1040,-1,4,1040
1559472260,,,,,,87,10,3.00,785,10.0,68,1,3764472,555661.77,13.65,1.00,,,,,,,,,47,,,,,,,,,,,,,,,,,-106,-40,1017,-17,-26,998,-1,12,1046,17,-4,1039,20,-47,1006
1559472261,,,,,,87,10,4.00,790,10.0,68,1,3764473,555662.60,13.59,1.30,,,,,,,,,50,,,,,,,,,,,,,,,,,20,-47,1006,-34,-28,1005,-43,19,1021,-36,0,1006,-78,-32,1015
1559472262,,,,,,87,10,3.00,895,10.0,68,1,3764474,555663.61,13.65,0.80,,,,,,,,,61,,,,,,,,,,,,,,,,,-78,-32,1015,-178,-29,1080,-290,18,1078,-82,0,990,-59,-25,1001
1559472263,,,,,,87,12,3.00,887,10.0,69,0,3764475,555664.61,13.70,0.80,,,,,,,,,59,,,,,,,,,,,,,,,,,-59,-25,1001,-93,-50,1071,-91,-36,1014,-63,20,1026,-116,-79,1039
1559472264,,,,,,87,12,4.00,901,10.0,69,0,3764476,555665.60,13.73,1.10,,,,,,,,,59,,,,,,,,,,,,,,,,,-17,-140,1022,-14,-174,1027,-34,-33,1077,-20,54,1072,-43,-84,1017
1559472265,,,,,,87,12,6.00,938,11.0,69,0,3764477,555666.65,13.71,1.50,,,,,,,,,62,,,,,,,,,,,,,,,,,-43,-84,1017,-80,-105,1045,-66,-57,1045,-57,-44,1048,-62,-72,1042
1559472266,,,,,,87,7,8.00,916,14.0,69,0,3764479,555667.69,13.75,1.80,,,,,,,,,71,,,,,,,,,,,,,,,,,-62,-72,1042,-46,-94,1042,-10,-69,1049,-4,-72,1052,4,-78,1034
1559472267,,,,,,87,7,8.00,1129,14.0,69,0,3764482,555669.10,13.74,1.80,,,,,,,,,81,,,,,,,,,,,,,,,,,4,-78,1034,10,-58,1047,0,-50,1060,8,-55,1033,18,-45,1031
1559472268,,,,,,87,7,10.00,1244,14.0,69,0,3764484,555670.41,13.76,2.00,,,,,,,,,79,,,,,,,,,,,,,,,,,5,-5,1065,23,-15,1013,4,-13,1039,-36,-26,1034,-39,-7,1038
1559472269,,,,,,87,5,12.00,1324,10.0,69,0,3764487,555671.76,13.73,2.40,,,,,,,,,81,,,,,,,,,,,,,,,,,-39,-6,1041,-42,0,1033,-47,-20,1032,-48,-25,1035,-47,0,1038
1559472270,,,,,,87,5,12.00,1090,10.0,69,0,3764491,555672.56,13.60,3.80,,,,,,,,,51,,,,,,,,,,,,,,,,,-47,0,1038,-53,2,1045,-55,-17,1040,-55,-22,1023,-57,-16,1033
1559472271,,,,,,87,5,12.00,951,10.0,69,1,3764494,555673.32,13.59,4.60,,,,,,,,,46,,,,,,,,,,,,,,,,,-56,-19,1031,-71,-7,1030,-83,-7,1024,-109,-17,1035,-132,-16,1008
1559472272,,,,,,87,5,11.00,943,10.0,69,1,3764498,555674.10,13.58,3.90,,,,,,,,,46,,,,,,,,,,,,,,,,,-120,-12,1015,-116,-13,1030,-106,-13,1022,-121,-7,1025,-139,-8,1027
1559472273,,,,,,87,5,10.00,836,10.0,69,1,3764500,555674.83,13.59,3.70,,,,,,,,,43,,,,,,,,,,,,,,,,,-139,-8,1027,-133,-11,1014,-130,-3,1024,-121,-8,1023,-112,-14,1024
1559472274,,,,,,87,5,7.00,773,10.0,69,1,3764502,555675.60,13.58,2.40,,,,,,,,,47,,,,,,,,,,,,,,,,,-112,-14,1024,-103,-7,1028,-105,-10,1029,-104,-7,1025,-92,-9,1029
1559472275,,,,,,81,5,5.00,785,10.0,69,1,3764504,555676.30,13.63,1.80,,,,,,,,,36,,,,,,,,,,,,,,,,,-92,-9,1029,-107,-13,1024,-116,-8,1024,-124,-10,1021,-114,-11,1025
1559472276,,,,,,81,5,3.00,801,10.0,70,1,3764505,555676.89,13.64,1.40,,,,,,,,,34,,,,,,,,,,,,,,,,,-38,-9,1038,-34,-11,1031,-36,-11,1034,-35,-11,1036,-34,-10,1034
1559472277,,,,,,81,5,3.00,793,10.0,70,1,3764505,555677.47,13.58,1.40,,,,,,,,,34,,,,,,,,,,,,,,,,,-34,-10,1034,-36,-12,1033,-36,-12,1034,-35,-10,1032,-36,-11,1032
1559472278,135.514419,34.622442,1.4,-47.5,16.6,81,5,3.00,792,10.0,70,1,3764506,555678.05,13.49,1.40,,,,,,,,,34,,,,,,,,,,,,,,,,,-36,-11,1032,-36,-13,1030,-36,-11,1030,-35,-11,1032,-37,-10,1031
1559472279,135.514377,34.622424,1.4,-41.0,16.6,81,5,0.00,789,10.0,70,1,3764506,555678.61,13.55,0.00,,,,,,,,,32,,,,,,,,,,,,,,,,,-37,-10,1031,-36,-10,1034,-36,-11,1035,-36,-10,1033,-37,-11,1033
1559472280,135.514369,34.622418,1.4,-39.2,16.6,81,5,0.00,781,10.0,70,1,3764506,555679.15,13.58,0.00,,,,,,,,,32,,,,,,,,,,,,,,,,,-34,-10,1033,-35,-11,1032,-34,-10,1033,-35,-12,1032,-36,-10,1033
1559472281,135.514359,34.622408,1.1,-37.0,16.6,81,5,0.00,790,10.0,70,1,3764506,555679.71,13.60,0.00,,,,,,,,,33,,,,,,,,,,,,,,,,,-36,-10,1033,-35,-10,1036,-34,-10,1034,-35,-11,1035,-36,-10,1034
1559472282,135.514402,34.622410,1.1,-36.6,16.6,81,5,0.00,784,10.0,70,1,3764506,555680.28,13.63,0.00,,,,,,,,,33,,,,,,,,,,,,,,,,,-36,-10,1033,-35,-11,1034,-34,-11,1034,-35,-10,1033,-34,-9,1035
1559472283,135.514404,34.622407,1.1,-33.9,16.6,81,5,0.00,784,10.0,70,1,3764506,555680.84,13.65,0.00,,,,,,,,,33,,,,,,,,,,,,,,,,,-34,-10,1034,-37,-10,1034,-35,-9,1035,-36,-12,1035,-36,-10,1035
1559472284,135.514421,34.622406,1.1,-33.5,16.6,81,5,0.00,785,10.0,70,1,3764506,555681.40,13.61,0.00,,,,,,,,,32,,,,,,,,,,,,,,,,,-36,-11,1034,-35,-10,1032,-36,-11,1033,8,-10,1036,22,-10,1035
