time,longitude,latitude,accuracy,height,azimuth,rscp,ecio,car_speed,engine_rpm,accel_pos,engine_cool_temp,brake_sw,accum_dist,accum_fuel,battery_voltage,fuel_cost,idle_sw,ac,light_sw,steering_torque,shift_pos,shift_mode,blinker,wiper,fuel_injection,odometer,soc,air_temp_setting1,air_temp_setting2,air_temp_setting3,air_fan1,air_fan2,air_fan3,ext_int_air,door_lock,door_open,seatbelt,abs,temperature,motor_temperature,electric_mileage,a_000_x,a_000_y,a_000_z,a_200_x,a_200_y,a_200_z,a_400_x,a_400_y,a_400_z,a_600_x,a_600_y,a_600_z,a_800_x,a_800_y,a_800_z
1559463143,,,,,,,,0.00,1368,10.0,23,0,3737331,552373.22,14.05,0.00,,,,,,,,,62,,,,,,,,,,,,,,,,,-16,-5,1033,-11,4,1028,-20,-11,1036,-11,12,1034,-17,-10,1030
1559463144,,,,,,,,0.00,1296,10.0,23,0,3737331,552374.24,14.09,0.00,,,,,,,,,59,,,,,,,,,,,,,,,,,-17,-10,1030,-14,2,1033,-15,-3,1033,-12,0,1035,-30,6,1036
1559463145,,,,,,,,0.00,1249,10.0,23,0,3737331,552375.22,14.10,0.00,,,,,,,,,57,,,,,,,,,,,,,,,,,-30,6,1036,-13,-2,1034,-13,2,1034,-13,-1,1034,-15,1,1034
1559463146,,,,,,,,0.00,1178,10.0,23,0,3737331,552375.69,14.09,0.00,,,,,,,,,56,,,,,,,,,,,,,,,,,-13,0,1032,-14,0,1033,-13,0,1034,-13,0,1034,-14,0,1035
1559463147,,,,,,,,0.00,1178,10.0,23,0,3737331,552377.17,14.11,0.00,,,,,,,,,61,,,,,,,,,,,,,,,,,-14,0,1035,-13,0,1035,-14,0,1033,-12,0,1032,-14,-1,1034
1559463148,,,,,,,,0.00,1162,10.0,23,0,3737331,552377.68,14.09,0.00,,,,,,,,,61,,,,,,,,,,,,,,,,,-14,-1,1034,-13,0,1034,-14,0,1034,-14,-1,1034,-13,0,1034
1559463149,,,,,,,,0.00,1159,10.0,23,0,3737331,552378.84,14.11,0.00,,,,,,,,,70,,,,,,,,,,,,,,,,,-13,0,1034,-14,0,1032,-13,0,1034,-12,0,1032,-12,-1,1033
1559463150,,,,,,,,0.00,1178,10.0,23,0,3737331,552380.02,14.11,0.00,,,,,,,,,69,,,,,,,,,,,,,,,,,-14,-1,1032,-12,-1,1031,-13,0,1033,-13,0,1033,-13,-1,1032
1559463151,,,,,,,,0.00,1186,10.0,23,0,3737331,552381.73,14.11,0.00,,,,,,,,,67,,,,,,,,,,,,,,,,,-13,-1,1032,-14,-1,1033,-13,-1,1031,-13,-1,1030,-12,-1,1031
1559463152,,,,,,,,0.00,1178,10.0,23,0,3737331,552382.29,14.08,0.00,,,,,,,,,67,,,,,,,,,,,,,,,,,-12,-1,1031,-13,-2,1030,-13,-1,1031,-14,-1,1033,-13,0,1034
1559463153,,,,,,,,0.00,1196,10.0,23,0,3737331,552383.99,14.13,0.00,,,,,,,,,67,,,,,,,,,,,,,,,,,-13,0,1034,-14,0,1033,-13,0,1034,-14,0,1033,-14,0,1034
1559463154,,,,,,,,0.00,1196,10.0,23,0,3737331,552385.08,14.08,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-13,-2,1032,-14,0,1032,-13,-1,1033,-13,0,1034,-14,-1,1034
1559463155,,,,,,,,0.00,1202,10.0,23,0,3737331,552385.63,14.09,0.00,,,,,,,,,66,,,,,,,,,,,,,,,,,-14,-1,1034,-11,0,1032,-12,0,1033,-14,0,1033,-13,0,1033
1559463156,,,,,,,,0.00,1212,10.0,24,0,3737331,552387.30,14.08,0.00,,,,,,,,,66,,,,,,,,,,,,,,,,,-13,0,1034,-13,0,1034,-13,0,1034,-13,0,1033,-14,0,1034
1559463157,,,,,,,,0.00,1205,10.0,24,0,3737331,552388.42,14.09,0.00,,,,,,,,,66,,,,,,,,,,,,,,,,,-14,0,1034,-13,0,1032,-13,0,1033,-13,0,1033,-13,0,1033
1559463158,,,,,,,,0.00,1217,10.0,24,0,3737331,552389.49,14.08,0.00,,,,,,,,,64,,,,,,,,,,,,,,,,,-14,0,1035,-16,0,1032,-14,1,1033,-16,0,1035,-13,0,1035
1559463159,,,,,,90,10,0.00,1225,10.0,24,0,3737331,552390.04,14.07,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-13,0,1035,-13,-1,1034,-14,0,1032,-14,0,1034,-14,0,1033
1559463160,,,,,,90,14,0.00,1230,10.0,24,0,3737331,552391.69,14.07,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-14,0,1033,-14,-1,1034,-12,0,1031,-15,1,1033,-13,-2,1031
1559463161,,,,,,90,14,0.00,1235,10.0,24,0,3737331,552392.23,14.06,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-13,-2,1031,-9,1,1030,-17,0,1035,-15,1,1034,-13,1,1034
1559463162,,,,,,90,14,0.00,1227,10.0,24,0,3737331,552393.87,14.08,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-9,0,1029,-20,-1,1036,-12,7,1034,-18,-3,1032,-12,4,1032
1559463163,,,,,,98,18,0.00,1237,10.0,24,0,3737331,552394.42,14.07,0.00,,,,,,,,,65,,,,,,,,,,,,,,,,,-12,4,1032,-14,-2,1034,-13,2,1034,-14,0,1033,-14,2,1034
1559463164,,,,,,98,18,0.00,1230,10.0,25,0,3737331,552396.04,14.10,0.00,,,,,,,,,63,,,,,,,,,,,,,,,,,-14,2,1034,-14,0,1034,-15,2,1034,-14,0,1035,-14,1,1035
1559463165,,,,,,98,18,0.00,1240,10.0,25,0,3737331,552396.57,14.10,0.00,,,,,,,,,63,,,,,,,,,,,,,,,,,-14,1,1035,-15,0,1033,-13,0,1032,-15,1,1034,-14,1,1034
1559463166,,,,,,98,12,0.00,1258,10.0,25,0,3737331,552397.65,14.11,0.00,,,,,,,,,64,,,,,,,,,,,,,,,,,-14,0,1036,-14,1,1034,-14,1,1035,-14,1,1035,-16,2,1036
